Indicador;Setor;Curso;Nota;ID;Justificativa;Categoria_Bardin;Tags_IA;Pontos_Negativos
3.7;Campus Jandaia Do Sul;MATEMÁTICA INDUSTRIAL (Bacharelado);4,00;2251358;"Mas confirmada pela responsável pela biblioteca). No Drive virtual disponibilizado pela IES encontramos os seguintes documentos: Política de Desenvolvimento de Coleções (PDC) do Sistema de Bibliotecas da Universidade Federal do Paraná (Si Bi/UFPR) - Aprovado pelo Comitê Gestor em 2023; Portaria nº 20/2024, de 18 de dezembro de 2024 - Estabelece o Regimento Interno do Sistema de Bibliotecas da Universidade Federal do Paraná; Plano Diretor do Si Bi/UFPR 2020-2026; Plano de contingência do Setor; e Parecer nº 1/2025/UFPR/R/ET/CMIND - Processo nº 23075.048240/2025-83 — Relatório de adequação das bibliografias básicas e complementares do Curso de Matemática Industrial. Na visita via videoconferência a biblioteca verificou-se que a IES disponibiliza uma estrutura de biblioteca de dimensões boa em sua estrutura para atendimento de títulos de livros para os Cursos da TES e estão tombados e informatizados. Estão, são indicados 5 títulos para cada componente curricular, sendo o acervo com acesso pelo aluno pelo sistema Sofia (Gestão da biblioteca) é está adequado em relação às unidades curriculares e aos conteúdos descritos no PPC e está atualizado, considerando a natureza das UC, através Relatório de Adequação das Bibliografias Básicas e Complementares (disponibilizado via Drive virtual IES/Curso). Em entrevista com a bibliotecária da IES que gerencia a biblioteca da IES, constatou-se que existem garantias ao acesso físico de forma ininterrupta via internet e auxilio de forma pessoal com ferramentas de acessibilidade (observados conjuntos de computadores com teclado, lupa e dentre outros) para apoio à leitura, estudo e aprendizagem. Há uma política institucional de empréstimo de seus livros ao corpo discente com regras e normais institucionalizadas. Foi verificado que a biblioteca oferece acesso ao portal de periódicos da CAPES, com acervo que possui exemplares e assinaturas de acesso virtual que apoiam as UC's. Apesar de ser apresentado um plano de contingência institucional (Plano de Contingência do Setor de Bibliotecas (UFPR)), não ficou claro no PPC e nem foi apresentado um documento ou relatório mostrando que o acervo é gerenciado de modo a atualizar a quantidade de exemplares e/ou assinaturas de acesso mais demandadas.";Infraestrutura e Acessibilidade;"[""#gestao_de_acervo"", ""#atualizacao_por_demanda"", ""#inconsistencia_ppc""]";Ausência de clareza no PPC e falta de comprovação documental (relatórios) sobre o gerenciamento do acervo no que tange à atualização da quantidade de exemplares e assinaturas de acordo com a demanda.
3.8;Campus  Politécnico;Pedagogia (Licenciatura);4,00;2324552;Mas os alunos só tem acesso. Tem ainda um espaço de convivência dos alunos com mesas e estante de jogos. Há também exposição de obras raras temáticas acada mês. Este espaço tem ótima acessibilidade com rampas e elevador. No segundo piso essa biblioteca atende aos cursos de Ciências Humanas com acervo circulante e nesse piso tem banheiros acessíveis. A biblioteca além do acervo físico tem contratocom a Minha Biblioteca Virtual o que favorece ainda mais a consulta bibliográfica dos alunos. Estão montando uma Sala Multimídia com equipamentos como teclado em braile para aumentar a imagem, um Big Ball imagem. Equipamentos para surdosainda não há nessa biblioteca. Nesse espaço tem uma grande quantidade de baias para os alunos estudarem com laptop, além desalas de estudo em grupos, cadeira para obeso, computador com scanner para aluno, sala de preparo técnico para livros. No terceiropiso da biblioteca tem mais três salas de estudo e cabine para cadeirante. As teses estão em formato digital desde 2017 e tem aindaperiódicos físicos com coleções antigas. A biblioteca conta com Plano de Contingência e de atualização do acervo e com o Plano da POLÍTICA DE DESENVOLVIMENTO DE COLEÇÕES (PDC) DO SISTEMA DE BIBLIOTECAS DA UNIVERSIDADEFEDERAL DO PARANÁ (Si Bi/UFPR). Todo o ambiente é bem iluminado e os alunos tem acesso à internet cabeada ou wifi, bemcomo a computador para pesquisa on line. O software utilizado pela Biblioteca Central do Campus da Reitoria da UFPR é o Sofia ABiblioteca. Constatou-se que o NDE do curso de Licenciatura em Pedagogia é atuante sugerindo referências bibliográficas novascom inúmeras atualizações conforme foi utilizado para a elaboração do novo PPC. O acervo da Bibliografia Básica e Complementar do curso está referendado por relatório de adequação, assinado pelo NDE, comprovando a compatibilidade, em cadatítulo e a quantidade de assinatura de acesso disponível no acervo. Os livros da bibliografia básica e bibliografia complementarpodem ser encontradas em acervo misto, ou seja, tanto físico no sistema de bibliotecas da UFPR, como o acervo digital pois abiblioteca campus disponibiliza link de acesso ao Portal de Periódicos Capes. Contudo embora o NDE do curso de Licenciatura em Pedagogia realize reuniões com a Biblioteca ( como em 24/04/25) para a Análise e construção de Relatório de Adequação das Bibliografias do Curso de Pedagogia, no PPC analisado pela Comissão as bibliografias Básica e Complementar necessitam deatualização. A Biblioteca conta com um PLANO DIRETOR DO Si Bi/UFPR 2020-202 e com Informações sobre a Biblioteca de Ciências Humanas: dados para Renovação de Reconhecimento do Curso Pedagogia. A Biblioteca CH dispõe para o curso de Pedagogia 15.068 itens no acervo (8.651títulos) entre livros, folhetos, obras de referência, CD-Rom, CD áudio, DVD's,monografias de graduação e especialização, teses e dissertações. O acervo de periódicos impresso contempla 440 títulos e 17.027fascículos. À comunidade acadêmica do Curso de Pedagogia está disponível o acervo da área de educação na Biblioteca do Campus Rebouças, sendo 3.450 títulos de livros (5.719 exemplares), 3.066 títulos de teses e dissertações (3.095 exemplares), 250 títulos defascículos de periódicos específicos da área de educação (9.275 exemplares). Além disso, os usuários podem emprestar materiaisdas demais unidades do Sistema de Biblioteca da UFPR. Além disso, a Instituição oferece à comunidade interna do Setor de Ciências Humanas a base de dados Humanities Source Ultimate (EBSCO) que contêm publicações de Letras Japonês, bem comooutras bases de dados multidisciplinares que contemplam diversas fontes com texto completo (jornais acadêmicos, revistas,periódicos, legislação, relatórios, livros, imagens e vídeos, entre outros conteúdos), com acesso livre em todo o ambiente da UFPRe via acesso remoto (proxy e rede CAFe). O acervo físico está tombado e informatizado, o virtual possui contrato que garante oacesso ininterrupto pelos usuários e ambos estão registrados em nome da IES. O acervo da bibliografia básica é adequado emrelação às unidades curriculares e aos conteúdos descritos no PPC, mas necessita de atualização considerando a natureza das UC.Inclusive o NDE Da mesma forma, está referendado por relatório de adequação, assinado pelo NDE, comprovando acompatibilidade, em cada bibliografia básica da UC, entre o número de vagas autorizadas (do próprio curso e de outros que utilizemos títulos) e a quantidade de exemplares por título (ou assinatura de acesso) disponível no acervo. Nos casos dos títulos virtuais, hágarantia de acesso físico na IES, com instalações e recursos tecnológicos que atendem à demanda e à oferta ininterrupta via internet,bem como de ferramentas de acessibilidade e de soluções de apoio à leitura, estudo e aprendizagem. O acervo possui exemplares,ou assinaturas de acesso virtual, de periódicos especializados que suplementam o conteúdo administrado nas UC. Quantidade de notas < 5: 6 Média destas notas: 3.83 Termos Frequentes: laboratório(30), aulas(15), equipamentos(15), práticas(13), didático(12), computadores(12), espaço(12), demanda(11), atividades(11), possui(11), técnicos(11), química(10), atendimento(10), realização(10), geologia(9);Infraestrutura e Acessibilidade;"[""#bibliografia_desatualizada"", ""#acessibilidade_incompleta"", ""#infraestrutura_laboratorial_insuficiente""]";"Necessidade de atualização das bibliografias básica e complementar no PPC para adequação à natureza das unidades curriculares; ausência de equipamentos de acessibilidade para estudantes surdos na biblioteca; e carência generalizada de infraestrutura de laboratórios, equipamentos técnicos e materiais didáticos para aulas práticas (conforme indicado pelos indicadores de suporte e termos frequentes)."
3.8;Campus  Politécnico;GEOLOGIA (Bacharelado);4,00;2251355;Entretanto não são evidenciadas a utilização dos resultados de pesquisa aos usuários e assim a gestão acadêmica possa planejar o incremento da qualidade do atendimento, da demanda existente e futura e das aulas ministradas.;Gestão e Feedback;"[""#gestao_academica"", ""#autoavaliacao_institucional"", ""#melhoria_continua""]";Ausência de evidências sobre o uso dos resultados de pesquisas institucionais (autoavaliação) pela gestão acadêmica para o planejamento de melhorias na qualidade do ensino, no atendimento aos usuários e na adequação da oferta de vagas.
3.8;Campus  Politécnico;MATEMÁTICA INDUSTRIAL (Bacharelado);4,00;2251358;Entretanto, não foram apresentados documentos no DRIVE ou não ficou claro para Comissão um documento ou relatório que mostra uma avaliação periódica quanto às demandas, aos serviços prestados e à qualidade do laboratório, que forneça ou gere resultados utilizados para gestão acadêmica planejar o incremento da qualidade do atendimento, da demanda existente e futura e das aulas ministradas e projetos realizados a serem realizados de forma constante e continua. 4;Gestão e Feedback;"[""#monitoramento_de_laboratorios"", ""#ausencia_de_evidencias"", ""#planejamento_academico""]";"Ausência de documentação comprobatória sobre a avaliação periódica dos laboratórios; falta de monitoramento sistemático da qualidade e das demandas dos serviços laboratoriais; inexistência de relatórios de gestão que subsidiem o planejamento acadêmico para melhoria contínua da infraestrutura e das aulas."
3.9;Campus  Politécnico;LETRAS PORTUGUÊS (Bacharelado);4,00;2324555;Conforme visita virtual in loco pode-se verificar que Setor de Ciências Humanas, preferencialmente nos Ed. Dom Pedro I e Quantidade de notas < 5: 5 Média destas notas: 3.80 Termos Frequentes: laboratórios(23), práticas(12), didáticos(11), pedagógicas(11), formação(9), avaliação(7), atendem(7), atividades(7), possui(7), quanto(7), específica(6), utilizados(6), espaços(6), aulas(6), segurança(5);Infraestrutura e Acessibilidade;"[""#laboratorios_inadequados"", ""#espacos_pedagogicos_precarios"", ""#seguranca_infraestrutura""]";Fragilidades críticas na infraestrutura física, especialmente no que tange à insuficiência de laboratórios e espaços destinados a práticas pedagógicas. Foram identificadas carências em recursos didáticos específicos e problemas relacionados à segurança das instalações nos edifícios utilizados pelo curso.
3.9;Campus  Politécnico;GEOLOGIA (Bacharelado);4,00;2251355;Entretanto não existe uma evidencias de que os resultados são utilizados pela gestão acadêmica para planejar o incremento da qualidade do atendimento, da demanda existente e futura e das aulas ministradas.;Gestão e Feedback;"[""#gestao_academica"", ""#uso_de_resultados"", ""#planejamento_estrategico""]";Ausência de evidências sobre o uso de resultados avaliativos pela gestão acadêmica para o planejamento estratégico e a melhoria contínua da qualidade do ensino, do atendimento e da gestão de demanda.
3.14;Campus Litoral;LETRAS PORTUGUÊS (Bacharelado);4,00;2324555;Durante a visita virtual in loco pode-se constatar que o IES possui laboratórios de Informática nos Ed. Dom Pedro Ie Dom! fazer a manutenção e atualização das máquinas periodicamente. Não observamos nos laboratórios equipamentos específicos para pessoas com deficiência. Quantidade de notas < 5: 1 Média destas notas: 3.00 Termos Frequentes: processo(1), controle(1), produção(1), distribuição(1), material(1), didático(1), formalizado(1), atender(1), demanda(1);Infraestrutura e Acessibilidade;"[""#acessibilidade_pcd"", ""#obsolecencia_tecnologica"", ""#gestao_de_material_didatico""]";"Ausência de equipamentos de tecnologia assistiva para pessoas com deficiência nos laboratórios de informática; necessidade de manutenção e atualização periódica do parque tecnológico; falta de formalização nos processos de controle, produção e distribuição de material didático."
3.16;Campus  Politécnico;AGROECOLOGIA (Tecnólogo);3,00;2369362;O processo de controle de produção ou distribuição do material didático está formalizado para atender a demanda do curso. Quantidade de notas < 5: 1 Média destas notas: 4.00 Termos Frequentes: pesquisa(9), humanas(8), ética(6), ciências(6), comitê(5), https(5), apresenta(4), aprovação(4), envolvendo(4), setor(4), saúde(4), regimento(4), trabalho(3), seres(3), sociais(3);Projeto Pedagógico e Curricular;"[""#comite_de_etica"", ""#protocolos_de_pesquisa"", ""#regulamentacao_institucional""]";Embora o material didático esteja formalizado, os termos frequentes indicam fragilidades na institucionalização e regulação de atividades de pesquisa, especificamente a ausência ou insuficiência de protocolos e aprovações junto ao Comitê de Ética em Pesquisa (CEP) para estudos envolvendo seres humanos e ciências sociais.
3.16;Campus  Politécnico;CIÊNCIA DA COMPUTAÇÃO (Bacharelado);4,00;2287830;"Entretanto, em seu ""ANEXO IV - REGULAMENTO DO TRABALHO DE CONCLUSÃO DE CURSO"", no artigo 5º parágrafo 2º, impõe que, quando pertinente, será necessário a aprovação prévia, do projeto de Trabalho de Conclusão de curso, por um conselho de ética em pesquisa. Durante entrevista com a coordenação do curso, confirmou-se, ainda, que projetos/ pesquisas desenvolvidas por alunos do curso, que envolvam seres humanos, devem ser aprovados pelo CEP mais adequado (SD ou CHS). Como exemplos, foram citados TCCs e trabalhos de iniciação científica envolvendo análise de usabilidade de  interfaces de software, de aprendizado de máquina para o diagnóstico de doenças, de sistemas tutores inteligentes para crianças com autismo ou de análise de imagens médicas. A coordenação confirmou, ainda, que no caso de iniciação científica, esse trâmite cabe ao orientador da pesquisa. O curso apresentou como evidências na pasta do drive, intitulada “3.16 - Comitê de Ética em Pesquisa”: - A aprovação da renovação do credenciamento do CEP No 214 Universidade Federal do Paraná - Ciências Humanas e Sociais - UFPR/CHS, por meio do OFÍCIO No 655/2024/CONEP/SECNS/DGIP/SE/MS, de 24 de agosto de 2024. - A aprovação da renovação do registro e credenciamento do CEP no 102 - UFPR - Setor de Ciências da Saúde da Universidade Federal do Paraná - SCS/UFPR, por meio do OFÍCIO No 355/2021/CONEP/SECNS/MS de 06 de abril de 2021. - O Regimento Interno do Comitê de Ética em Pesquisa em Ciências Humanas e Sociais (CEP/CHS) da Universidade Federal do Paraná, de 15 de Agosto de 2024. - O Regimento Interno do Comitê de Ética em Pesquisa Envolvendo Seres Humanos (CEP/SD) do Setor de Ciências da Saúde da UFPR, de 24 de abril de 2019. - Prints dos sites do CEP-CHS e CEP-SD, com informações sobre a coordenação, membros e cursos ofertados para a comunidade acadêmica, verificados nos seus respectivos endereços eletrônicos: https://saude.ufpr.br/cometica e http://www.humanas.ufpr.br/portal/cep- chs). Desta maneira, pode-se constatar que: 1) A UFPR possui dois Comitês de Ética em Pesquisa próprios, homologados pela CONEP: - O CEP/SD, do Setor de Ciências da Saúde (CEP/SD), criado em 2003. Endereço eletrônico: https://saude .ufpr.br/cometica. - O CEP/CHS do Setor de Ciências Humanas e Sociais (CEP/CHS), criado em 2022, para atender as demandas de apreciação de pesquisas envolvendo seres humanos em áreas que não tenham relação com a área da saúde. Endereço eletrônico: http://www.humanas.ufpr.br/portal/cep-chs). 2) Conforme disposto em seus respectivos regimentos, o CEP/SD e o CEP/CHS são colegiados multidisciplinares e independentes, de caráter consultivo, deliberativo e educativo. Embora ambos os CEPs, CEP/CHS e CEP/SD, apresentem em seus regimentos, a previsão de prestação de serviço a entidades externas, não foi apresentado, nas pastas do drive, documentos que possam comprovar a prestação de atendimento a instituições parceiras.";Gestão e Feedback;"[""#ausencia_de_evidencias"", ""#parcerias_institucionais"", ""#comite_de_etica""]";Ausência de evidências documentais (pastas do drive) que comprovem a efetiva prestação de serviços ou atendimento dos Comitês de Ética em Pesquisa (CEP) a instituições parceiras, apesar de haver previsão regimental para tal atividade.
1.2;Campus  Politécnico;MATEMÁTICA (Licenciatura);3,00;2289301;"Conforme o PPC (p.7) Sistema E-MEC - O curso tem como objetivo preparar o professor de Matemática para exercício do magistério no Ensino Fundamental e Médio e o de contribuir para a formação do futuro pesquisador em Educação Matemática. Capaz de exercer uma liderança intelectual, social e política e, a partir do conhecimento da nossa realidade social, econômica e cultural e da área de Matemática, nos seus aspectos histórico, filosófico, sociológico, psicológico, político, didático e pedagógico, possa atuar efetivamente no sentido de melhorar as condições de ensino e aprendizagem visando a formação ampla e cidadã nos diferentes níveis, etapas e modalidades de educação básica. O PPC do curso, não faz referência, nem nos objetivos do referido curso, nem no perfil do egresso (perfil do futuro professor-pesquisador da educação básica; competências do futuro professor-pesquisador da educação básica) quanto ao atendimento das características locais e regionais.";Projeto Pedagógico e Curricular;"[""#contextualizacao_regional"", ""#perfil_egresso_generico"", ""#diretrizes_curriculares_inep""]";Ausência de contextualização regional e local nos objetivos do curso e no perfil do egresso. O PPC falha em demonstrar como a formação do professor-pesquisador se articula com as demandas e especificidades da realidade onde o curso está inserido.
1.2;Campus Jandaia Do Sul;QUÍMICA (Bacharelado);1,00;2289302;"Conforme Instrução Normativa Nº 4, de 29 de novembro de 2018, Art. 3º, 8 4º ""A comissão avaliadora somente aceitará as versões do PDI/PPC apensados ao sistema, sejam eles os originais da abertura do processo ou os novos anexados."" Conforme extrato do emec referente à Cópia do PPC, não foram disponibilizados os Objetivos do Curso. Sendo assim, não foi possível avaliar os objetivos do curso.";Projeto Pedagógico e Curricular;"[""#ausencia_de_objetivos"", ""#PPC_incompleto"", ""#descumprimento_normativo""]";Inexistência dos Objetivos do Curso no Projeto Pedagógico do Curso (PPC) disponibilizado no sistema e-MEC, impossibilitando a análise do indicador e descumprindo a Instrução Normativa Nº 4/2018.
1.2;Juvevê;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Mas não compromete a implementação dos objetivos previstos no PPC. A integração com o contexto regional também está evidenciada. Os discentes realizam estágios obrigatórios em escolas do Vale do Ivaí, conforme lista oficial de campos de estágio (drive), garantindo contato direto com a realidade educacional local. Além disso, o curso cumpre a determinação de destinar 20% da carga horária à extensão, em conformidade com a Resolução CNE/CES nº 7/2018, consolidando a indissociabilidade entre ensino, pesquisa e extensão. Projetos como Vem para o Lab, Teste do Pezinho, Cafe com massas, minicursos para o ensino médio e participação em feiras científicas e de divulgação aproximam o curso da comunidade, fortalecendo sua função social e cultural. Entretanto, não foram identificadas evidências consistentes da adoção de novas práticas emergentes no campo do conhecimento relacionado ao ensino de Química.;Formalização da Inovação e Diferenciação;"[""#praticas_emergentes_ausentes"", ""#inovacao_pedagogica_deficitaria"", ""#atualizacao_metodologica_insuficiente""]";Ausência de evidências consistentes quanto à incorporação de novas práticas emergentes e tendências contemporâneas no campo do ensino de Química dentro da proposta pedagógica.
1.4;Campus  Politécnico;MATEMÁTICA (Licenciatura);4,00;2289301;No entanto, não foram apresentados elementos comprovadamente inovadores na formação.;Formalização da Inovação e Diferenciação;"[""#ausencia_de_inovacao"", ""#metodologias_tradicionais"", ""#falta_de_diferencial_curricular""]";"Ausência de evidências de práticas pedagógicas disruptivas ou metodologias de ensino diferenciadas; falta de comprovação de elementos que superem as exigências básicas de formação e confiram identidade inovadora ao curso."
1.4;Campus Jandaia Do Sul;GEOGRAFIA (Licenciatura);3,00;2299015;Contudo, ficou evidente, após a análise do PPC e, durante a reunião realizada com os discentes, que a nova Estrutura Curricular apresenta incongruências, necessitando de uma revisão geral, organizando de forma mais explícita a matriz curricular com o quantitativo das cargas horárias computadas (parciais e total) tais como, disciplinas obrigatórias, disciplinas optativas, ações curriculares de extensão, atividades formativas, TCC e Estágios. Para ratificar essa necessidade de uma melhor adequação, organização e detalhamento, ver síntese da Matriz Curricular (Carga Horária) no PPC. Logo, com todos esses apontamentos, verificou-se que não está clara a articulação entre os componentes curriculares no percurso de formação e seus elementos comprovadamente inovadores. 3;Projeto Pedagógico e Curricular;"[""#incongruencia_ppc"", ""#matriz_curricular_insuficiente"", ""#falta_articulacao_pedagogica""]";"Presença de incongruências no PPC e necessidade de revisão geral na estrutura curricular; falta de detalhamento explícito das cargas horárias (parciais e totais) para disciplinas, extensão, atividades formativas, TCC e estágios; deficiência na articulação entre os componentes curriculares no percurso formativo e ausência de evidências de elementos inovadores."
1.4;Campus Pontal Do Sul;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Entretanto, a adesão discente a tais atividades é limitada, o que reduz o alcance coletivo das experiências extensionistas e investigativas. Apesar do número reduzido de matriculados (16 alunos no total, sendo apenas 2 na ênfase em Química), o corpo docente empenha-se em assegurar oportunidades de ensino, pesquisa e extensão. Há registro de bolsistas PIBIC, de discentes que deram continuidade à formação em pós-graduação e de participação em atividades extensionistas. Os docentes também garantem que as aulas teóricas e práticas são ofertadas com a mesma qualidade e abrangência de turmas maiores, reforçando o compromisso institucional com a formação. Assim, a estrutura curricular está implementada em conformidade com a legislação vigente, apresentando equilíbrio entre teoria e prática e contemplando Libras, extensão e atividades formativas. As evidências de integração entre atividades de ensino, pesquisa e extensão confirmam a consistência da estrutura curricular, entretanto, não foram identificados elementos comprovadamente inovadores na organização curricular, como módulos integrados por eixos temáticos, disciplinas voltadas a temas emergentes (exemplo: química verde, nanotecnologia, biotecnologia, etc), internacionalização formalizada entre os alunos regularmente matriculados ou uso sistemático de metodologias ativas descritas no PPC. Algumas metodologias foram relatadas pelos docentes durante a reunião com o corpor docente, mas sempre de forma pontual. 4;Formalização da Inovação e Diferenciação;"[""#ausencia_de_inovacao_curricular"", ""#metodologias_ativas_pontuais"", ""#baixa_adesao_discente""]";"Baixa adesão discente às atividades extensionistas e investigativas; ausência de elementos inovadores no currículo (módulos integrados ou temas emergentes como química verde e nanotecnologia); inexistência de internacionalização formalizada para o corpo discente; e aplicação assistemática/pontual de metodologias ativas, contrariando a previsão no PPC."
1.5;Campus  Politécnico;Produção Cultural (Tecnologia);4,00;2412913;"Mas sejam analisados e resignificados a partir de diferentes perspectivas —críticas, políticas e históricas. Por fim, o terceiro eixo, Laboratórios Artístico-Culturais, possibilita que os discentes vivenciem questões práticas da área. Atuando de forma integrada aosconceitos e ferramentas discutidos nos demais eixos, essa vivência prática não se limita ao aprendizado de técnicas específicas, mas favorece a construção da capacidade de compreenderprocessos e práticas de produção inerentes ao campo. A disciplina LIB038 – Comunicação em Língua Brasileira de Sinais: Fundamentos da Educação Bilíngue de Surdos contempla conteúdosrelacionados à compreensão histórica das comunidades surdas e de sua produção cultural; ao bilinguismo e à educação de surdos, considerando diretrizes legais e político-pedagógicas; e aosaspectos linguísticos da Língua Brasileira de Sinais, abordando teoria e prática. Assim, diante dos documentos apresentados pela IES, a fala de docentes e discentes, bem como as falas dosdemais seguimentos da instituição, a comissão constatou que a estrutura curricular propõe elementos que articulam teoria e prática, porém não apresenta informações ou característicascomprovadamente inovadoras. Quantidade de notas < 5: 6 Média destas notas: 3.83 Termos Frequentes: conteúdos(19), educação(16), curriculares(15), formação(12), bibliografia(10), profissional(9), disciplinas(9), química(9), apresentam(7), desenvolvimento(7), perfil(7), egresso(7), área(7), prática(7), componentes(7)";Formalização da Inovação e Diferenciação;"[""#ausencia_de_inovacao"", ""#matriz_curricular_convencional"", ""#fragilidade_bibliografica""]";Ausência de elementos ou informações que comprovem inovação na estrutura curricular, resultando em uma proposta pedagógica convencional. Além disso, a análise dos termos frequentes sugere fragilidades complementares em bibliografia, definição do perfil do egresso e atualização dos componentes curriculares.
1.5;Campus  Politécnico;MATEMÁTICA (Licenciatura);4,00;2289301;No entanto, não foram detectados elementos recentes e inovadores realizados no percurso da formação do curso de Matemática.;Formalização da Inovação e Diferenciação;"[""#ausencia_de_inovacao"", ""#metodologias_tradicionais"", ""#defasagem_pedagogica""]";"Ausência de práticas pedagógicas disruptivas ou metodologias ativas; falta de atualização do percurso formativo frente às demandas contemporâneas da educação matemática; inexistência de diferenciais competitivos ou elementos de inovação no Projeto Pedagógico do Curso (PPC)."
1.5;Campus Jandaia Do Sul;GEOGRAFIA (Licenciatura);4,00;2299015;Entretanto, não foram observadas evidências que comprovam a indução com o conhecimento recente e inovador.;Formalização da Inovação e Diferenciação;"[""#ausencia_de_inovacao"", ""#conhecimento_desatualizado"", ""#lacuna_curricular""]";"Ausência de evidências documentais ou práticas que demonstrem a integração de avanços científicos contemporâneos e metodologias disruptivas no currículo; falta de mecanismos que estimulem a produção ou o contato com o conhecimento de ponta na área de Geografia."
1.5;Campus Reitoria;Ciências Exatas Quimica (Licenciatura);4,00;2275330;"Porém com predominância de livros clássicos. No conjunto, há elementos que diferenciam o curso dentro da área profissional, a exemplo da presença, na própria matriz, de componente extensionista (JCE312 — Cursos e Eventos), cuja ementa descreve concepção, planejamento e execução de ações de difusão e popularização científica, alinhando ensino e extensão no percurso formativo. Por outro lado, não foram identificadas evidências de indução sistemática ao contato com conhecimentos recentes e inovadores na bibliografia das disciplinas nucleares de Química (Geral, Orgânica, Analítica, Inorgânica, Físico-Química, Analise-Instrumental). As listas analisadas mostram prevalência de livros didáticos tradicionais e ausência de indicação regular de artigos de periódicos científicos contemporâneos ou capítulos de obras de fronteira tecnológica; quando há menções mais atuais, elas se apresentam de forma pontual. Assim, os conteúdos curriculares, tal como registrados no PPC, promovem o desenvolvimento do perfil do egresso, apresentam cargas em horas-aula com integralização total compatível com a legislação, disponibilizam bibliografia básica e complementar, contemplam acessibilidade metodológica (Libras) e abordam conteúdos vinculados às políticas educacionais nacionais, além de diferenciarem o curso por incorporar componente extensionista no itinerário formativo. Não foram encontradas evidências, entretanto, de indução sistemática ao contato com conhecimento recente e inovador na bibliografia das disciplinas, especialmente nas de Química, sendo as ocorrências identificadas pontuais.";Projeto Pedagógico e Curricular;"[""#bibliografia_desatualizada"", ""#ausencia_de_periodicos"", ""#inovacao_curricular_insuficiente""]";"Predominância de bibliografia clássica e tradicional em detrimento de obras contemporâneas; ausência de indução sistemática ao contato com conhecimentos recentes e inovadores nas disciplinas nucleares; falta de indicação regular de artigos científicos e obras de fronteira tecnológica no PPC."
1.6;Campus  Politécnico;MATEMÁTICA (Licenciatura);4,00;2289301;Mas sempre de maneira intuitiva. No depoimento colhido junto aos discentes (02/04/2025 - 17h00/18h00), relataram que apenas algumas disciplinas estimulam a ação discente numa relação teoria-prática -característica da própria disciplina-, como por exemplo: Prática de Docência em Matemática 1, II e II. Não foram apresentados/disponibilizados à comissão documentos/projetos comprobatórios dos discentes que atestam práticas inovadoras e que proporcionam aprendizagem diferenciada no tocante a Matemática.;Formalização da Inovação e Diferenciação;"[""#integracao_teoria_pratica_insuficiente"", ""#ausencia_de_evidencias_pedagogicas"", ""#metodologias_inovadoras_nao_comprovadas""]";"A relação entre teoria e prática está restrita a poucas disciplinas específicas (Práticas de Docência), não sendo transversal ao currículo; falta de evidências documentais e projetos que comprovem o uso de metodologias inovadoras; ausência de registros de aprendizagem diferenciada; abordagem pedagógica baseada na intuição em detrimento da sistematização acadêmica."
1.6;Campus  Politécnico;QUÍMICA (Bacharelado);1,00;2289302;"Conforme Instrução Normativa Nº 4, de 29 de novembro de 2018, Art. 3º, 8 4º ""A comissão avaliadora somente aceitará as versões do PDI/PPC apensados ao sistema, sejam eles os originais da abertura do processo ou os novos anexados."" Conforme a Cópia do Projeto Pedagógico de Curso (PPC) extraído do sistema-emec, não foram disponibilizadas as Metodologias para serem analisadas. Sendo assim, não foi possível avaliar esse indicador.";Projeto Pedagógico e Curricular;"[""#ausencia_de_metodologias"", ""#ppc_incompleto"", ""#inconformidade_documental""]";Ausência da descrição das metodologias de ensino no Projeto Pedagógico do Curso (PPC) inserido no sistema e-MEC, o que impossibilitou a avaliação do indicador pela comissão e resultou em descumprimento documental da Instrução Normativa Nº 4/2018.
1.6;Complexo Hospital de Clínicas;GEOGRAFIA (Licenciatura);4,00;2299015;Mas o docente tem autonomia para utilizar outras estratégias como seminários, relatórios (trabalhos de campo, aulas práticas em laboratórios), elaboração de projetos, trabalhos individuais ou em grupos. Ainda assim, não foram observadas evidências na metodologia claramente inovadoras e embasadas em recursos que proporcionam aprendizagens diferenciadas.;Formalização da Inovação e Diferenciação;"[""#metodologias_inovadoras"", ""#aprendizagem_diferenciada"", ""#evidencias_metodologicas""]";Ausência de evidências documentais ou práticas de metodologias de ensino inovadoras e falta de recursos didáticos que promovam aprendizagens diferenciadas, resultando em uma abordagem pedagógica convencional.
